AS_cluster_name	name	bin	length	contig_edge	completeness	contamination	N50	size	P_final	C_final	O_final	F_final	G_final	S_final	P_gtdb	C_gtdb	O_gtdb	F_gtdb	G_gtdb	S_gtdb	phylum	class	order	family	genus	species	final_product	coverage	distance
c00447_contig_...region001_1	contig_24984:1.0-51856.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	35941	True	NA	NA	NA	NA	Actinobacteriota	Thermoleophilia	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Thermoleophilia	not classified	not classified	not classified	not classified	NRPS	8.0718525282502	860
c01397_contig_...region001	contig_38079:1.0-81516.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	39902	True	NA	NA	NA	NA	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	not classified	arylpolyene	9.94507603540169	1596
c00904_contig_...region001_1	contig_21052:1.0-126833.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	41236	False	NA	NA	NA	NA	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	T3PKS	5.94056088779901	1027
c01575_contig_...region001	contig_52472:1.0-122733.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	22746	True	NA	NA	NA	NA	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	NRPS	7.39374471407195	1558
c00019_contig_...region001_1	contig_40888:1.0-11452.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	11481	True	NA	NA	NA	NA	Cyanobacteria	Cyanobacteriia	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Cyanobacteria	Cyanobacteriia	not classified	not classified	not classified	not classified	NRPS	39.9852800278721	468
c00187_contig_...region001	contig_29936:1.0-81139.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	10849	False	NA	NA	NA	NA	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	not classified	not classified	bacteriocin	14.2494284266594	610
c01045_contig_...region001_1	contig_17089:1.0-50560.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	50764	True	NA	NA	NA	NA	Acidobacteriota	Thermoanaerobaculia	UBA5066	Gp7-AA6	Gp7-AA6	Gp7-AA6 sp003222385	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Thermoanaerobaculia	UBA5066	Gp7-AA6	Gp7-AA6	Gp7-AA6 sp003222385	NRPS	4.56445512567962	730
c00495_contig_...region001	contig_6675:1.0-161413.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	21250	False	NA	NA	NA	NA	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	TfuA-related	12.4933418918837	545
c01679_contig_...region001	contig_798:1.0-188822.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.56	20921	False	70.2	7.432	189674	2857051	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	UBA10450	Palsa-1392	not classified	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	UBA10450	Palsa-1392	not classified	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	UBA10450	Palsa-1392	Palsa-1392 sp003169975	terpene	39.9466136634436	1061
c00271_contig_...region001_1	contig_1028:1.0-243782.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.13	27289	False	56.89	1.724	219638	2613394	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	not classified	not classified	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	not classified	not classified	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	not classified	not classified	betalactone	8.95540737908	1145
c01468_contig_...region001_1	contig_5473:1.0-104123.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	28277	False	NA	NA	NA	NA	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	lassopeptide	27.0865783012353	593
c00774_contig_...region001	contig_39576:1.0-61227.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	32792	True	NA	NA	NA	NA	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas sp002434505	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas sp002434505	NRPS	14.0998319547093	1193
c01449_contig_...region001_1	contig_17532:144.0-48345.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	17845	True	NA	NA	NA	NA	Planctomycetota	Phycisphaerae	UBA1161	UBA1161	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Planctomycetota	Phycisphaerae	UBA1161	UBA1161	not classified	not classified	terpene	13.7208543219827	566
c00233_contig_...region001	contig_55444:1.0-12572.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	12584	True	NA	NA	NA	NA	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	NRPS	16.9914176732359	436
c00028_contig_...region001	contig_20085:1.0-33340.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	22388	True	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	arylpolyene	43.140562248996	770
c00956_contig_...region001	contig_23134:1.0-213454.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.53	20792	False	70.37	0.925	705652	918924	Patescibacteria	Saccharimonadia	Saccharimonadales	2-12-FULL-41-12	not classified	not classified	Patescibacteria	Saccharimonadia	Saccharimonadales	2-12-FULL-41-12	not classified	not classified	Patescibacteria	Saccharimonadia	Saccharimonadales	not classified	not classified	not classified	terpene	25.02140459132	1046
c01319_contig_...region001	contig_3132:1.0-161348.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	18362	True	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	not classified	not classified	terpene	12.0950507019319	929
c01471_contig_...region001	contig_19621:1.0-48662.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	23422	False	NA	NA	NA	NA	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	not classified	not classified	terpene	10.1147561406059	1203
c01686_contig_...region002	contig_1179:1.0-1416731.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	41698	False	NA	NA	NA	NA	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	12-FULL-67-14b	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	12-FULL-67-14b	not classified	NRPS-like	11.839052327884	1457
c00800_contig_...region001_1	contig_18877:1.0-428555.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.32	20809	False	57.81	0.054	209003	2417905	Actinobacteriota	Actinobacteria	Actinomycetales	Kineococcaceae	not classified	not classified	Actinobacteriota	Actinobacteria	Actinomycetales	Kineococcaceae	not classified	not classified	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	terpene	18.5677761855133	808
c00656_contig_...region001_1	contig_147:1.0-91332.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	23580	False	NA	NA	NA	NA	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	not classified	not classified	terpene	16.0331647602717	1239
c00113_contig_...region001_2	contig_2218:1.0-139610.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	29469	False	NA	NA	NA	NA	Actinobacteriota	Thermoleophilia	Solirubrobacterales	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Thermoleophilia	Solirubrobacterales	not classified	not classified	not classified	betalactone	7.67190690369101	951
c01074_contig_...region001	contig_11145:1.0-165144.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	60750	False	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	not classified	not classified	acyl_amino_acids	11.9871365950744	1650
c00006_contig_...region001_2	contig_40873:1.0-119131.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	21844	False	NA	NA	NA	NA	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	12-FULL-67-14b	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	12-FULL-67-14b	not classified	terpene	7.85229509157755	1194
c00025_contig_...region001_1	contig_1002:1.0-1892577.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.76	20858	False	86.7	1.116	859977	4961275	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	not classified	not classified	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	not classified	not classified	Bacteroidota	Bacteroidia	Chitinophagales	not classified	not classified	not classified	terpene	15.3074639480218	1108
c01153_contig_...region001	contig_58673:1.0-28581.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	28901	True	NA	NA	NA	NA	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	not classified	not classified	NRPS	11.4258330161586	567
c01713_contig_...region001	contig_24071:1.0-47397.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	21779	False	NA	NA	NA	NA	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus	Sandaracinus amylolyticus	not classified	not classified	not classified	not classified	not classified	not classified	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus	Sandaracinus amylolyticus	terpene	9.11708495222094	1085
c01879_contig_...region001	contig_14014:1.0-106977.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.16	34435	True	56.84	9.277	115990	5053858	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter_B	not classified	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter_B	not classified	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	not classified	not classified	NRPS	9.80833425751359	810
c01370_contig_...region001	contig_26435:1.0-49001.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	16846	True	NA	NA	NA	NA	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	not classified	not classified	terpene	4.85604735364713	646
c01580_contig_...region001	contig_9870:1.0-150703.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	20906	False	NA	NA	NA	NA	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	2-12-FULL-66-21	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	2-12-FULL-66-21	not classified	not classified	terpene	19.8060565590464	1154
c01241_contig_...region001_1	contig_15289:1.0-55782.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	20786	False	NA	NA	NA	NA	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	not classified	not classified	terpene	19.293991185639	1003
c00226_contig_...region001_1	contig_2230:1.0-145113.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	20900	False	NA	NA	NA	NA	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	UBA10450	Palsa-1392	Palsa-1392 sp003169975	not classified	not classified	not classified	not classified	not classified	not classified	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	UBA10450	Palsa-1392	Palsa-1392 sp003169975	terpene	23.2898475721255	1205
c00835_contig_...region001	contig_44297:1.0-112466.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	21812	False	NA	NA	NA	NA	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea	not classified	terpene	4.90991806698446	1157
c00834_contig_...region001	contig_28387:1.0-138376.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.17	43366	True	85.8	0.396	130473	4600391	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens_B	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens_B	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	not classified	NRPS	17.0492252845194	1108
c00113_contig_...region002	contig_4335:1.0-469488.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.70	31329	False	76.34	8.108	367539	4470774	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	AV2	not classified	not classified	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	AV2	not classified	not classified	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	not classified	not classified	not classified	betalactone	12.7943714430883	1280
c00500_contig_...region001	contig_20616:1.0-54120.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	31235	True	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	not classified	not classified	not classified	not classified	NRPS	13.9686956839929	655
c01265_contig_...region001	contig_47267:1.0-48998.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	21065	False	NA	NA	NA	NA	Actinobacteriota	Acidimicrobiia	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Acidimicrobiia	not classified	not classified	not classified	not classified	terpene	19.4207535641548	972
c01295_contig_...region002	contig_1138:1.0-623575.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.94	20729	False	66.83	3.382	304311	3128329	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	not classified	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	not classified	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	not classified	not classified	terpene	10.9939072657056	1593
