BGC_region,Class,Category,Start,End,Length,MAG,Taxonomy,CC,Family
CSMAG_5930_contig_6398_polypolish.region001,RRE-containing,RiPP,16888,31236,14349,CSMAG_5930,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Ferrovibrionales;f__Ferrovibrionaceae;g__Desertibaculum;s__,1,FAM_03770
CSMAG_4874_contig_379_polypolish.region002,NRPS-like.T1PKS,NRPS.PKS,161572,213380,51809,CSMAG_4874,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__JAICEW01;s__,498,FAM_00214
CSMAG_7361_contig_91561_polypolish.region001,terpene,terpene,73802,95665,21864,CSMAG_7361,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Limisphaerales;f__JADJPG01;g__DASTLJ01;s__,510,FAM_03814
CSMAG_4903_contig_2003_polypolish.region001,arylpolyene,other,54021,97641,43621,CSMAG_4903,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__,514,FAM_00215
CSMAG_1434_contig_3030_polypolish.region002,NRPS-like,NRPS,722410,763727,41318,CSMAG_1434,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__,518,FAM_00216
CSMAG_4740_contig_1523_polypolish.region001,NRPS.NRPS-like.T1PKS,NRPS.PKS,1,75458,75458,CSMAG_4740,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Multivoradales;f__UBA5704;g__UBA5704;s__,522,FAM_03815
CSMAG_6610_contig_14094_polypolish.region001,terpene,terpene,440844,461716,20873,CSMAG_6610,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__,534,FAM_03816
CSMAG_5086_contig_46609_polypolish.region001,RRE-containing,RiPP,159009,179284,20276,CSMAG_5086,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__PALSA-894;s__,538,FAM_00217
CSMAG_0572_contig_5652_polypolish.region001,T1PKS,PKS,290683,342138,51456,CSMAG_0572,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__JACCXV01;f__JAHWKZ01;g__JAICNR01;s__,542,FAM_00218
CSMAG_1299_contig_10647_polypolish.region002,acyl_amino_acids,other,99713,160465,60753,CSMAG_1299,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Schlegelella_A;s__,546,FAM_00221
CSMAG_7523_contig_48481_polypolish.region001,NRPS-like.T1PKS,NRPS.PKS,5766,51303,45538,CSMAG_7523,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__,550,FAM_03817
CSMAG_0017_contig_11568_polypolish.region001,NRPS.T1PKS,NRPS.PKS,264304,317780,53477,CSMAG_0017,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__,494,FAM_00213
CSMAG_6279_contig_15811_polypolish.region002,T3PKS,PKS,575147,616246,41100,CSMAG_6279,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__;g__;s__,566,FAM_03818
CSMAG_3027_contig_60319_polypolish.region001,NRPS-like.T3PKS,NRPS.PKS,78628,137467,58840,CSMAG_3027,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__JBDSZL01;s__,570,FAM_00223
CSMAG_0183_contig_10114_polypolish.region002,RiPP-like,RiPP,692888,703703,10816,CSMAG_0183,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__DASRWT01;s__DASRWT01 sp035764725,582,FAM_00224
CSMAG_7596_contig_96510_polypolish.region001,NRPS-like,NRPS,9459,52353,42895,CSMAG_7596,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__JAREAF01;g__JAREAF01;s__JAREAF01 sp035620695,586,FAM_00225
CSMAG_2766_contig_71937_polypolish.region001,hglE-KS,PKS,1,29219,29219,CSMAG_2766,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__UBA1845;g__SBAX01;s__,590,FAM_03819
CSMAG_5910_contig_19189_polypolish.region001,RRE-containing,RiPP,1,20253,20253,CSMAG_5910,d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__Gp22-AA2;f__AA152;g__AA152;s__,594,FAM_03820
CSMAG_3134_contig_554_polypolish.region002,NRPS-like,NRPS,106003,130822,24820,CSMAG_3134,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__,598,FAM_00226
CSMAG_5601_contig_10330_polypolish.region001,NRPS-like,NRPS,56903,99473,42571,CSMAG_5601,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__CACIAM-22H2;f__CACIAM-22H2;g__;s__,602,FAM_00227
CSMAG_6053_contig_42976_polypolish.region001,lassopeptide,RiPP,106023,131383,25361,CSMAG_6053,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CADEEJ01;s__,606,FAM_00228
CSMAG_1203_contig_5775_polypolish.region001,NRPS-like,NRPS,1,40725,40725,CSMAG_1203,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__SCGC-AG-212-J23 sp035454685,610,FAM_00230
CSMAG_5116_contig_99374_polypolish.region001,NRPS.RiPP-like,NRPS.RiPP,20735,70288,49554,CSMAG_5116,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__,290,FAM_00159
CSMAG_2384_contig_15148_polypolish.region001,RiPP-like,RiPP,86067,97305,11239,CSMAG_2384,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__DASPWV01;s__,628,FAM_03821
CSMAG_1196_contig_18803_polypolish.region001,NRPS-like.T1PKS,NRPS.PKS,242490,287775,45286,CSMAG_1196,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__SZUA-336;f__SZUA-336;g__;s__,632,FAM_00231
CSMAG_4249_contig_35869_polypolish.region001,arylpolyene,other,686,41928,41243,CSMAG_4249,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__;s__,641,FAM_03822
CSMAG_7750_contig_100470_polypolish.region001,NRPS.betalactone,NRPS.other,1,22964,22964,CSMAG_7750,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__DP-20 sp035693605,645,FAM_03823
CSMAG_3270_contig_114784_polypolish.region001,T1PKS,PKS,25155,51269,26115,CSMAG_3270,d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__DASYAN01;s__,649,FAM_03824
CSMAG_5994_contig_4473_polypolish.region002,NRPS-like.lanthipeptide-class-v,NRPS.RiPP,580362,651040,70679,CSMAG_5994,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__DASRWT01;s__DASRWT01 sp035764725,653,FAM_03825
CSMAG_3570_contig_4583_polypolish.region001,betalactone,other,250091,281029,30939,CSMAG_3570,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__DASYSL01;g__JANPEF01;s__,665,FAM_00232
CSMAG_2732_contig_32617_polypolish.region001,NRPS.NRPS-like.T1PKS,NRPS.PKS,3,86184,86182,CSMAG_2732,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__RBC074;f__RBC074;g__;s__,669,FAM_00233
CSMAG_2741_contig_11778_polypolish.region001,arylpolyene,other,876047,926916,50870,CSMAG_2741,d__Bacteria;p__Planctomycetota;c__B15-G4;o__B15-G4;f__B15-G4;g__;s__,686,FAM_00234
CSMAG_0227_contig_6314_polypolish.region002,terpene,terpene,334327,355187,20861,CSMAG_0227,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__JAREAF01;g__JAREAF01;s__JAREAF01 sp035456545,158,FAM_00080
CSMAG_0941_contig_10931_polypolish.region001,NRP-metallophore.NRPS.T1PKS,NRPS.PKS,90925,165120,74196,CSMAG_0941,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas sp900100485,694,FAM_03826
CSMAG_1630_contig_42111_polypolish.region001,RRE-containing,RiPP,100448,120714,20267,CSMAG_1630,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomataceae;g__Dyadobacter;s__,698,FAM_03827
CSMAG_2487_contig_37836.region001,NRPS-like,NRPS,156564,199119,42556,CSMAG_2487,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__,702,FAM_00235
CSMAG_3444_contig_13364_polypolish.region001,lanthipeptide-class-v,RiPP,4070,46186,42117,CSMAG_3444,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__CAWULT01;s__,706,FAM_03828
CSMAG_3592_contig_10137_polypolish.region001,NRPS.NRPS-like.T1PKS,NRPS.PKS,97154,194844,97691,CSMAG_3592,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Opitutales;f__Opitutaceae;g__JAEWQP01;s__,710,FAM_03829
CSMAG_7012_contig_28943_polypolish.region001,NRPS-like,NRPS,8442,30804,22363,CSMAG_7012,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__RPQJ01 sp036277615,722,FAM_00236
CSMAG_0596_contig_10964_polypolish.region001,NRPS-like,NRPS,230835,273339,42505,CSMAG_0596,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__DATLLJ01;s__,726,FAM_00243
CSMAG_1543_contig_5257_polypolish.region002,NRPS-like,NRPS,92086,134029,41944,CSMAG_1543,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__,730,FAM_00244
CSMAG_1447_contig_975_polypolish.region008,NRPS-like,NRPS,6753705,6794871,41167,CSMAG_1447,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__,518,FAM_00216
CSMAG_2135_contig_6036_polypolish.region001,T3PKS,PKS,80064,121086,41023,CSMAG_2135,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__,738,FAM_00245
CSMAG_4703_contig_11671_polypolish.region001,T1PKS,PKS,219783,254468,34686,CSMAG_4703,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__,742,FAM_00247
CSMAG_5301_contig_46967_polypolish.region002,terpene,terpene,52344,73180,20837,CSMAG_5301,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Chryseolinea;s__,746,FAM_00248
CSMAG_6681_contig_47441_polypolish.region001,T3PKS,PKS,1,36501,36501,CSMAG_6681,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__;f__;g__;s__,750,FAM_00249
CSMAG_6965_contig_33602_polypolish.region001,terpene,terpene,133046,155175,22130,CSMAG_6965,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__DASRWT01;s__,754,FAM_00250
CSMAG_1574_contig_9993_polypolish.region001,RiPP-like,RiPP,79828,90580,10753,CSMAG_1574,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__20CM-2-55-15;f__20CM-2-55-15;g__;s__,758,FAM_00252
CSMAG_5908_contig_62727_polypolish.region001,lanthipeptide-class-i,RiPP,73126,98153,25028,CSMAG_5908,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__WS-2;s__,762,FAM_03830
CSMAG_3556_contig_72956_polypolish.region001,NRPS-like,NRPS,67907,110720,42814,CSMAG_3556,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__PALSA-1004;s__,766,FAM_00253
CSMAG_4032_contig_19406_polypolish.region001,T3PKS,PKS,127838,157797,29960,CSMAG_4032,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__DAINRN01;s__,770,FAM_03831
CSMAG_2045_contig_1368_polypolish.region005,NRPS-like,NRPS,407064,447963,40900,CSMAG_2045,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__,774,FAM_00254
CSMAG_0034_contig_42588_polypolish.region001,oligosaccharide,saccharide,288700,341195,52496,CSMAG_0034,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__;s__,778,FAM_03832
CSMAG_1383_contig_12498_polypolish.region001,terpene,terpene,262768,284519,21752,CSMAG_1383,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__;s__,782,FAM_00255
CSMAG_2609_contig_15885_polypolish.region001,RRE-containing.lassopeptide,RiPP,86777,109163,22387,CSMAG_2609,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__2-02-FULL-65-29;s__,786,FAM_03833
CSMAG_3645_contig_50900_polypolish.region001,NRPS,NRPS,24269,66926,42658,CSMAG_3645,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__,790,FAM_03834
CSMAG_1152_contig_100477_polypolish.region001,RRE-containing,RiPP,1,17251,17251,CSMAG_1152,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__CAIYRG01;s__,794,FAM_00278
CSMAG_2893_contig_6750.region001,T1PKS,PKS,84652,126190,41539,CSMAG_2893,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__JACZVU01;s__,798,FAM_03835
CSMAG_0898_contig_27214_polypolish.region001,redox-cofactor,RiPP,61358,83503,22146,CSMAG_0898,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__DASRWT01;s__,802,FAM_00282
CSMAG_3204_contig_8958_polypolish.region001,T3PKS,PKS,32504,74225,41722,CSMAG_3204,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__DATBSL01;s__,806,FAM_03836
CSMAG_4646_contig_81100_polypolish.region001,NRPS,NRPS,1,39794,39794,CSMAG_4646,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__TH1-2;g__Vitreimonas;s__,810,FAM_00283
CSMAG_0623_contig_13818_polypolish.region001,NRPS,NRPS,1,75714,75714,CSMAG_0623,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVT01;s__,814,FAM_03837
CSMAG_7440_contig_13636_polypolish.region001,terpene,terpene,150249,173969,23721,CSMAG_7440,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__DP-6;f__DP-6;g__;s__,818,FAM_03838
CSMAG_5654_contig_75026_polypolish.region001,NRPS-like,NRPS,13284,54116,40833,CSMAG_5654,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__,822,FAM_00284
CSMAG_6267_contig_66806_polypolish.region001,RiPP-like,RiPP,41537,52340,10804,CSMAG_6267,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__DASXSB01;s__,826,FAM_00285
CSMAG_5382_contig_106548_polypolish.region001,NRPS-like,NRPS,120488,163100,42613,CSMAG_5382,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__JADGNW01;s__,830,FAM_00287
CSMAG_1831_contig_50040_polypolish.region001,phosphonate.terpene,other.terpene,1,13858,13858,CSMAG_1831,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__40CM-4-69-5;s__,166,FAM_00088
CSMAG_5077_contig_21773_polypolish.region001,terpene,terpene,340577,364764,24188,CSMAG_5077,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__DATIEW01;s__,846,FAM_00290
CSMAG_0061_contig_6173_polypolish.region001,NRPS,NRPS,1569857,1615478,45622,CSMAG_0061,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__DATBIO01;s__,850,FAM_03839
CSMAG_2430_contig_22719_polypolish.region001,NRPS-like,NRPS,1,21855,21855,CSMAG_2430,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__DATIGO01;s__,854,FAM_03840
CSMAG_2109_contig_27441_polypolish.region002,NRPS-like,NRPS,696365,739450,43086,CSMAG_2109,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__JADGNW01;s__,858,FAM_00292
CSMAG_0028_contig_1212_polypolish.region005,ranthipeptide,RiPP,5823240,5844688,21449,CSMAG_0028,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__JANOGJ01;s__,862,FAM_00296
CSMAG_7013_contig_138197_polypolish.region001,arylpolyene.resorcinol,other,10440,47356,36917,CSMAG_7013,d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__Polarisedimenticolales;f__DASRJG01;g__DASRJG01;s__,866,FAM_03841
CSMAG_5470_contig_2590_polypolish.region001,arylpolyene,other,402875,444113,41239,CSMAG_5470,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__2-02-FULL-65-29;s__,875,FAM_00297
CSMAG_3744_contig_7070_polypolish.region001,betalactone,other,279556,305000,25445,CSMAG_3744,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Ilumatobacter;s__,879,FAM_00298
CSMAG_1079_contig_65181_polypolish.region001,terpene,terpene,323198,345020,21823,CSMAG_1079,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__DATBJG01;s__,883,FAM_00299
CSMAG_6711_contig_18783_polypolish.region001,RRE-containing,RiPP,139594,159797,20204,CSMAG_6711,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__DASXSB01;s__,887,FAM_03842
CSMAG_0951_contig_88616.region001,T3PKS,PKS,266873,307973,41101,CSMAG_0951,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__;s__,891,FAM_00300
CSMAG_0093_contig_4299_polypolish.region001,T3PKS,PKS,575478,616563,41086,CSMAG_0093,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__DASTBI01;s__DASTBI01 sp035712145,895,FAM_00301
CSMAG_3098_contig_6713_polypolish.region001,RiPP-like,RiPP,88240,99061,10822,CSMAG_3098,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__,899,FAM_00302
CSMAG_4267_contig_1350_polypolish.region001,NRPS-like.terpene,NRPS.terpene,148554,199044,50491,CSMAG_4267,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__,903,FAM_00307
CSMAG_5263_contig_21452_polypolish.region001,RRE-containing,RiPP,23350,43733,20384,CSMAG_5263,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JABFSM01;s__,915,FAM_03843
CSMAG_7004_contig_18658_polypolish.region001,T3PKS,PKS,44035,84985,40951,CSMAG_7004,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__4572-78;f__J111;g__DSQQ01;s__,919,FAM_03844
CSMAG_1170_contig_13389_polypolish.region001,NRPS-like,NRPS,906797,949364,42568,CSMAG_1170,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__DASTEQ01;s__,923,FAM_00311
CSMAG_4169_contig_74120_polypolish.region001,terpene,terpene,24075,47483,23409,CSMAG_4169,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__,927,FAM_03845
CSMAG_5667_contig_17165_polypolish.region001,lanthipeptide-class-iv,RiPP,556965,579385,22421,CSMAG_5667,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JACCSI01;s__,931,FAM_03846
CSMAG_4922_contig_1474_polypolish.region001,RRE-containing.lassopeptide,RiPP,244928,268742,23815,CSMAG_4922,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA40;s__Gp6-AA40 sp035710305,935,FAM_00312
CSMAG_5824_contig_16508_polypolish.region001,hglE-KS,PKS,169113,220274,51162,CSMAG_5824,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__,939,FAM_03847
CSMAG_3742_contig_8093_polypolish.region001,proteusin.thioamitides,RiPP,184866,213091,28226,CSMAG_3742,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__,943,FAM_03848
CSMAG_0384_contig_32607_polypolish.region003,RiPP-like,RiPP,734277,745195,10919,CSMAG_0384,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA40;s__,955,FAM_03849
CSMAG_2254_contig_32625_polypolish.region002,NRPS,NRPS,453432,497601,44170,CSMAG_2254,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__DASPWV01;s__,959,FAM_00313
CSMAG_2948_contig_2951_polypolish.region001,NRPS-like.T1PKS,NRPS.PKS,1,42305,42305,CSMAG_2948,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__,963,FAM_00315
CSMAG_3466_contig_38805.region001,phosphonate,other,65814,83576,17763,CSMAG_3466,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Chthoniobacterales;f__UBA10450;g__DATFCK01;s__,975,FAM_03850
CSMAG_4148_contig_2179.region001,RiPP-like,RiPP,14882,24692,9811,CSMAG_4148,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__JAICQQ01;s__,979,FAM_03851
CSMAG_2804_contig_11905_polypolish.region001,RRE-containing,RiPP,1,15804,15804,CSMAG_2804,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__HRBIN30;f__CADEER01;g__;s__,983,FAM_03852
CSMAG_0264_contig_107282_polypolish.region001,terpene,terpene,23281,48214,24934,CSMAG_0264,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__Pseudolabrys sp035703125,987,FAM_00317
CSMAG_5954_contig_64597_polypolish.region001,terpene,terpene,112372,134213,21842,CSMAG_5954,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomicrobium;s__,991,FAM_00318
CSMAG_0984_contig_66357_polypolish.region001,terpene,terpene,20527,43902,23376,CSMAG_0984,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__DATFEN01;s__,995,FAM_00319
CSMAG_5283_contig_32920_polypolish.region001,RiPP-like,RiPP,122744,129980,7237,CSMAG_5283,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__DASXSB01;s__,999,FAM_03853
CSMAG_2044_contig_11472_polypolish.region003,RRE-containing,RiPP,502963,522875,19913,CSMAG_2044,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__DASUEL01;g__;s__,1003,FAM_03854
CSMAG_2588_contig_7174_polypolish.region001,betalactone,other,1,23623,23623,CSMAG_2588,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__JAABQT01;s__,1007,FAM_03855
CSMAG_1292_contig_20230_polypolish.region001,terpene,terpene,235138,256031,20894,CSMAG_1292,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__,1011,FAM_00321
CSMAG_1299_contig_4935_polypolish.region001,betalactone,other,332090,364027,31938,CSMAG_1299,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Schlegelella_A;s__,1015,FAM_03856
CSMAG_6055_contig_896_polypolish.region001,NRPS-like,NRPS,207126,249804,42679,CSMAG_6055,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__,1019,FAM_00322
CSMAG_0722_contig_16206_polypolish.region001,NRPS-like,NRPS,209021,252425,43405,CSMAG_0722,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__;s__,1023,FAM_03857
CSMAG_3343_contig_6979_polypolish.region002,RRE-containing,RiPP,445610,465536,19927,CSMAG_3343,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVT01;s__,1027,FAM_03858
CSMAG_3408_contig_854_polypolish.region002,RiPP-like,RiPP,655379,666227,10849,CSMAG_3408,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR31;s__,250,FAM_00132
CSMAG_1887_contig_6866_polypolish.region001,T1PKS,PKS,249350,295859,46510,CSMAG_1887,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JBDHCY01;s__,1035,FAM_00324
CSMAG_3024_contig_2880_polypolish.region002,NRPS.NRPS-like.lanthipeptide-class-ii,NRPS.RiPP,333623,400850,67228,CSMAG_3024,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__DASYTH01;s__,1039,FAM_03859
CSMAG_0348_contig_4928_polypolish.region001,redox-cofactor,RiPP,1291067,1313218,22152,CSMAG_0348,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__DATBVX01;s__DATBVX01 sp035455565,1056,FAM_00325
CSMAG_0461_contig_2949_polypolish.region001,lanthipeptide-class-ii.proteusin,RiPP,293540,317155,23616,CSMAG_0461,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__DATFEN01;s__,1060,FAM_00326
