Mag ID	Completeness	Contamination	Polish
SemiBin_377	44.66	1.82 	flye
SemiBin_38	80.12	0.35 	flye
SemiBin_39	76.31	0.77 	flye
SemiBin_390	42.15	0.65 	flye
SemiBin_394	64.16	0.02 	flye
SemiBin_4	97.32	0.7 	flye
SemiBin_40	78.13	0.67 	flye
SemiBin_41	90.63	5.7 	flye
SemiBin_42	75.47	0.8 	flye
SemiBin_43	59.82	0.92 	flye
SemiBin_44	31.96	1.86 	flye
SemiBin_45	73.35	0.06 	flye
SemiBin_46	75.08	3.38 	flye
SemiBin_47	95.08	10.7 	flye
SemiBin_48	80.65	2.41 	flye
SemiBin_49	78.63	0.8 	flye
SemiBin_5	88.84	0.48 	flye
SemiBin_50	70.89	0.88 	flye
SemiBin_51	86.43	2.13 	flye
SemiBin_52	69.76	1.75 	flye
SemiBin_53	77.87	1.14 	flye
SemiBin_54	77.0	0.94 	flye
SemiBin_55	78.73	4.74 	flye
SemiBin_56	95.04	8.47 	flye
SemiBin_57	47.19	0.96 	flye
SemiBin_58	50.06	0.53 	flye
SemiBin_59	82.68	0.1 	flye
SemiBin_6	95.24	2.24 	flye
SemiBin_60	40.83	1.1 	flye
SemiBin_61	85.45	2.92 	flye
SemiBin_62	95.08	9.29 	flye
SemiBin_626	46.29	2.88 	flye
SemiBin_63	57.97	0.67 	flye
SemiBin_64	76.98	2.56 	flye
SemiBin_65	85.59	2.08 	flye
SemiBin_66	68.25	0.51 	flye
SemiBin_663	50.13	3.58 	flye
SemiBin_67	74.42	2.31 	flye
SemiBin_68	85.69	2.04 	flye
SemiBin_681	51.27	5.48 	flye
SemiBin_69	58.57	2.0 	flye
SemiBin_7	94.74	2.28 	flye
SemiBin_70	66.32	3.88 	flye
SemiBin_71	52.58	0.68 	flye
SemiBin_718	42.26	3.42 	flye
SemiBin_72	69.6	0.88 	flye
SemiBin_73	80.15	2.19 	flye
SemiBin_735	50.8	1.99 	flye
SemiBin_74	78.12	3.83 	flye
SemiBin_76	81.34	9.47 	flye
SemiBin_77	48.03	2.07 	flye
SemiBin_78	55.83	0.2 	flye
SemiBin_8	93.37	1.83 	flye
SemiBin_80	46.01	1.53 	flye
SemiBin_81	52.87	2.47 	flye
SemiBin_82	71.83	1.92 	flye
SemiBin_84	67.19	0.62 	flye
SemiBin_85	30.6	2.2 	flye
SemiBin_86	76.37	1.61 	flye
SemiBin_87	58.55	0.67 	flye
SemiBin_88	59.63	3.08 	flye
SemiBin_885	46.4	2.06 	flye
SemiBin_9	80.04	3.87 	flye
SemiBin_90	50.01	0.08 	flye
SemiBin_91	81.96	1.2 	flye
SemiBin_92	37.36	3.74 	flye
SemiBin_93	36.21	0.34 	flye
SemiBin_94	49.05	2.28 	flye
SemiBin_95	59.27	1.53 	flye
SemiBin_96	80.2	1.36 	flye
SemiBin_97	87.27	1.5 	flye
SemiBin_98	57.32	0.24 	flye
SemiBin_99	57.42	4.3 	flye
SemiBin_0	68.55	1.12 	flye
SemiBin_1	94.52	4.23 	flye
SemiBin_10	86.29	2.83 	flye
SemiBin_102	39.47	10.35 	flye
SemiBin_103	53.38	0.81 	flye
SemiBin_104	49.75	0.93 	flye
SemiBin_105	69.4	2.92 	flye
SemiBin_106	43.42	3.67 	flye
SemiBin_107	34.99	0.65 	flye
SemiBin_108	71.3	1.3 	flye
SemiBin_109	46.66	1.71 	flye
SemiBin_110	44.03	0.9 	flye
SemiBin_112	39.09	0.6 	flye
SemiBin_113	52.58	1.61 	flye
SemiBin_114	73.78	1.95 	flye
SemiBin_115	39.33	2.13 	flye
SemiBin_117	24.97	2.34 	flye
SemiBin_119	77.15	3.76 	flye
SemiBin_12	77.12	2.15 	flye
SemiBin_120	55.76	1.35 	flye
SemiBin_121	50.68	2.17 	flye
SemiBin_122	34.55	0.93 	flye
SemiBin_124	48.5	3.89 	flye
SemiBin_125	73.33	2.11 	flye
SemiBin_126	27.74	0.5 	flye
SemiBin_128	77.4	3.38 	flye
SemiBin_129	33.69	2.78 	flye
SemiBin_13	54.38	0.64 	flye
SemiBin_130	64.58	2.14 	flye
SemiBin_131	41.99	2.34 	flye
SemiBin_135	37.99	2.06 	flye
SemiBin_136	40.03	2.09 	flye
SemiBin_139	42.3	1.91 	flye
SemiBin_14	59.84	0.09 	flye
SemiBin_140	35.42	1.0 	flye
SemiBin_141	41.15	2.42 	flye
SemiBin_143	54.62	2.35 	flye
SemiBin_145	40.13	0.14 	flye
SemiBin_148	45.32	1.97 	flye
SemiBin_149	30.7	2.69 	flye
SemiBin_15	87.31	0.88 	flye
SemiBin_1505	36.75	8.28 	flye
SemiBin_154	36.19	2.43 	flye
SemiBin_156	56.2	1.01 	flye
SemiBin_159	46.62	0.09 	flye
SemiBin_16	86.33	0.12 	flye
SemiBin_162	39.8	2.83 	flye
SemiBin_164	44.36	1.04 	flye
SemiBin_165	51.65	0.23 	flye
SemiBin_167	38.68	1.09 	flye
SemiBin_169	43.76	14.63 	flye
SemiBin_174	36.86	3.6 	flye
SemiBin_175	32.24	0.61 	flye
SemiBin_179	35.65	1.18 	flye
SemiBin_18	89.18	1.81 	flye
SemiBin_1817	49.27	4.31 	flye
SemiBin_1846	40.6	3.39 	flye
SemiBin_1872	29.31	3.6 	flye
SemiBin_189	48.98	0.79 	flye
SemiBin_19	81.34	0.89 	flye
SemiBin_191	45.75	0.15 	flye
SemiBin_2	98.92	10.12 	flye
SemiBin_208	35.85	0.53 	flye
SemiBin_209	36.52	1.39 	flye
SemiBin_21	86.6	0.35 	flye
SemiBin_210	38.19	0.7 	flye
SemiBin_217	43.65	0.38 	flye
SemiBin_219	34.22	0.2 	flye
SemiBin_22	77.25	0.47 	flye
SemiBin_224	37.85	1.25 	flye
SemiBin_23	68.53	0.69 	flye
SemiBin_238	42.11	7.27 	flye
SemiBin_24	55.84	1.58 	flye
SemiBin_244	37.08	1.94 	flye
SemiBin_247	48.78	2.42 	flye
SemiBin_25	59.9	0.47 	flye
SemiBin_26	88.14	3.78 	flye
SemiBin_265	39.88	1.0 	flye
SemiBin_27	65.69	3.97 	flye
SemiBin_28	62.34	5.99 	flye
SemiBin_281	47.48	5.39 	flye
SemiBin_29	61.98	0.21 	flye
SemiBin_291	50.43	0.19 	flye
SemiBin_293	42.21	2.03 	flye
SemiBin_3	85.87	0.96 	flye
SemiBin_30	91.01	2.16 	flye
SemiBin_302	36.5	0.71 	flye
SemiBin_31	70.93	1.38 	flye
SemiBin_33	72.27	3.64 	flye
SemiBin_34	68.44	1.65 	flye
SemiBin_35	67.91	0.35 	flye
SemiBin_36	63.86	2.73 	flye
SemiBin_361	40.98	8.17 	flye
SemiBin_38	72.77	0.28 	flye
SemiBin_39	77.71	3.48 	flye
SemiBin_4	91.86	0.09 	flye
SemiBin_40	62.31	1.16 	flye
SemiBin_41	67.14	3.57 	flye
SemiBin_42	90.74	3.78 	flye
SemiBin_43	65.8	0.45 	flye
SemiBin_44	84.36	2.71 	flye
SemiBin_45	53.74	1.77 	flye
SemiBin_46	52.13	1.73 	flye
SemiBin_469	25.29	5.08 	flye
SemiBin_47	79.19	2.87 	flye
SemiBin_49	62.75	1.23 	flye
SemiBin_5	98.22	0.78 	flye
SemiBin_50	60.94	0.32 	flye
SemiBin_51	53.03	1.69 	flye
SemiBin_52	44.49	0.99 	flye
SemiBin_523	63.83	0.84 	flye
SemiBin_53	52.52	0.34 	flye
SemiBin_55	77.27	3.25 	flye
SemiBin_56	75.55	0.92 	flye
SemiBin_57	58.93	0.75 	flye
SemiBin_58	63.48	3.63 	flye
SemiBin_59	74.97	0.4 	flye
SemiBin_6	80.25	2.31 	flye
SemiBin_60	52.24	1.57 	flye
SemiBin_62	49.29	2.7 	flye
SemiBin_63	64.42	1.99 	flye
SemiBin_64	77.72	3.03 	flye
SemiBin_65	43.01	0.25 	flye
SemiBin_658	41.4	5.41 	flye
SemiBin_66	74.47	5.32 	flye
SemiBin_67	56.68	1.23 	flye
SemiBin_68	63.2	4.99 	flye
SemiBin_69	65.23	1.73 	flye
SemiBin_7	81.33	3.2 	flye
SemiBin_70	62.42	1.29 	flye
SemiBin_71	52.52	1.65 	flye
SemiBin_73	44.91	4.22 	flye
SemiBin_736	47.66	4.41 	flye
SemiBin_74	70.13	4.65 	flye
SemiBin_75	55.09	3.59 	flye
SemiBin_76	62.43	2.37 	flye
SemiBin_77	39.74	5.75 	flye
SemiBin_78	54.13	0.73 	flye
SemiBin_79	54.04	0.72 	flye
SemiBin_8	73.57	0.86 	flye
SemiBin_81	36.45	1.39 	flye
SemiBin_82	34.27	0.43 	flye
SemiBin_827	25.36	2.06 	flye
SemiBin_83	67.33	0.83 	flye
SemiBin_85	89.86	2.87 	flye
SemiBin_87	51.43	0.38 	flye
SemiBin_88	40.94	0.37 	flye
SemiBin_89	31.53	1.17 	flye
SemiBin_9	96.36	5.62 	flye
SemiBin_90	54.69	0.11 	flye
SemiBin_91	44.78	3.55 	flye
SemiBin_92	59.9	0.25 	flye
SemiBin_93	39.7	0.21 	flye
SemiBin_94	41.39	1.01 	flye
SemiBin_95	61.66	1.36 	flye
SemiBin_96	51.23	3.46 	flye
SemiBin_968	40.3	3.25 	flye
SemiBin_97	63.76	5.01 	flye
SemiBin_99	36.1	1.53 	flye
SemiBin_0	90.15	0.09 	flye
SemiBin_1	88.62	0.85 	flye
SemiBin_10	78.19	0.42 	flye
SemiBin_100	40.35	0.77 	flye
SemiBin_101	69.45	2.63 	flye
SemiBin_102	55.2	0.21 	flye
SemiBin_103	49.87	0.19 	flye
SemiBin_104	58.6	1.22 	flye
SemiBin_106	64.23	4.93 	flye
SemiBin_107	50.36	0.1 	flye
SemiBin_11	98.78	1.61 	flye
SemiBin_110	64.25	1.88 	flye
SemiBin_111	82.64	1.02 	flye
SemiBin_112	77.86	0.96 	flye
SemiBin_115	59.6	21.92 	flye
SemiBin_116	45.59	0.26 	flye
SemiBin_118	59.34	6.01 	flye
SemiBin_119	52.54	5.18 	flye
SemiBin_12	89.72	2.88 	flye
SemiBin_120	43.07	3.04 	flye
SemiBin_121	38.74	0.46 	flye
SemiBin_122	49.14	2.2 	flye
SemiBin_123	42.7	2.49 	flye
SemiBin_124	49.67	0.65 	flye
SemiBin_125	72.68	3.65 	flye
SemiBin_128	38.95	2.76 	flye
SemiBin_129	67.89	0.09 	flye
SemiBin_13	79.88	0.6 	flye
SemiBin_130	45.84	0.51 	flye
SemiBin_131	77.13	8.24 	flye
SemiBin_133	49.17	1.25 	flye
SemiBin_134	83.09	2.12 	flye
SemiBin_137	45.1	0.06 	flye
SemiBin_14	72.5	0.67 	flye
SemiBin_140	34.6	1.47 	flye
SemiBin_141	55.22	2.08 	flye
SemiBin_142	60.77	1.19 	flye
SemiBin_143	78.49	0.31 	flye
SemiBin_15	96.26	0.88 	flye
SemiBin_151	39.54	2.35 	flye
SemiBin_152	66.27	5.14 	flye
SemiBin_153	59.65	0.42 	flye
SemiBin_156	68.68	3.17 	flye
SemiBin_158	67.75	0.52 	flye
SemiBin_16	89.94	2.14 	flye
SemiBin_162	76.86	1.39 	flye
SemiBin_164	43.38	1.45 	flye
SemiBin_167	56.13	1.55 	flye
SemiBin_17	72.06	4.49 	flye
SemiBin_174	41.91	2.05 	flye
SemiBin_176	34.93	1.07 	flye
SemiBin_179	66.46	0.44 	flye
SemiBin_18	84.07	4.16 	flye
SemiBin_1855	42.06	3.72 	flye
SemiBin_1859	36.42	3.52 	flye
SemiBin_1862	43.1	5.17 	flye
SemiBin_1865	36.63	3.22 	flye
SemiBin_188	47.17	3.42 	flye
SemiBin_19	64.55	1.72 	flye
SemiBin_190	50.37	2.06 	flye
SemiBin_192	56.62	2.7 	flye
SemiBin_195	45.31	0.23 	flye
SemiBin_198	52.85	1.99 	flye
SemiBin_2	82.39	1.37 	flye
SemiBin_20	91.6	2.71 	flye
SemiBin_200	61.31	3.17 	flye
SemiBin_207	41.14	4.2 	flye
SemiBin_208	44.51	0.62 	flye
SemiBin_209	48.86	1.13 	flye
SemiBin_21	54.52	0.27 	flye
SemiBin_217	53.76	2.83 	flye
SemiBin_22	73.09	2.34 	flye
SemiBin_221	27.55	1.53 	flye
SemiBin_23	64.57	1.27 	flye
SemiBin_230	46.67	0.02 	flye
SemiBin_234	45.98	1.85 	flye
SemiBin_235	57.55	4.22 	flye
SemiBin_24	83.45	0.92 	flye
SemiBin_26	62.01	3.23 	flye
SemiBin_27	73.95	0.27 	flye
SemiBin_271	52.16	2.02 	flye
SemiBin_28	89.14	1.51 	flye
SemiBin_284	33.97	0.27 	flye
SemiBin_286	18.29	1.66 	flye
SemiBin_29	60.68	0.79 	flye
SemiBin_293	48.93	1.2 	flye
SemiBin_3	88.94	0.4 	flye
SemiBin_30	75.12	5.83 	flye
SemiBin_301	41.67	1.39 	flye
SemiBin_31	56.96	0.01 	flye
SemiBin_32	86.54	0.36 	flye
SemiBin_329	95.31	2.54 	flye
SemiBin_33	51.98	0.33 	flye
SemiBin_34	85.92	1.78 	flye
SemiBin_345	51.78	2.58 	flye
SemiBin_348	49.17	7.64 	flye
SemiBin_349	39.44	0.92 	flye
SemiBin_35	77.82	1.81 	flye
SemiBin_361	34.04	0.83 	flye
SemiBin_37	78.23	0.34 	flye
SemiBin_38	42.31	0.2 	flye
SemiBin_39	72.01	0.07 	flye
SemiBin_397	36.24	1.89 	flye
SemiBin_4	93.43	0.42 	flye
SemiBin_40	89.34	2.55 	flye
SemiBin_41	81.38	3.4 	flye
SemiBin_42	76.23	3.69 	flye
SemiBin_43	78.11	5.47 	flye
SemiBin_44	84.41	3.81 	flye
SemiBin_46	72.49	2.69 	flye
SemiBin_47	62.68	2.73 	flye
SemiBin_48	87.41	1.42 	flye
SemiBin_49	84.03	4.84 	flye
SemiBin_5	80.75	2.99 	flye
SemiBin_50	44.59	0.79 	flye
SemiBin_501	48.7	6.35 	flye
SemiBin_51	80.19	2.67 	flye
SemiBin_52	71.21	1.08 	flye
SemiBin_53	54.59	0.36 	flye
SemiBin_54	88.92	2.5 	flye
SemiBin_55	75.28	1.04 	flye
SemiBin_56	58.34	2.35 	flye
SemiBin_57	75.82	0.21 	flye
SemiBin_58	56.76	4.04 	flye
SemiBin_59	48.53	1.29 	flye
SemiBin_6	81.01	2.84 	flye
SemiBin_60	76.48	1.7 	flye
SemiBin_601	33.79	2.43 	flye
SemiBin_603	47.28	3.32 	flye
SemiBin_61	84.63	6.69 	flye
SemiBin_62	55.04	1.58 	flye
SemiBin_63	38.02	1.73 	flye
SemiBin_64	44.21	0.15 	flye
SemiBin_65	83.33	0.75 	flye
SemiBin_66	79.09	1.53 	flye
SemiBin_67	74.17	2.54 	flye
SemiBin_675	30.01	1.49 	flye
SemiBin_68	69.64	2.92 	flye
SemiBin_69	57.38	4.97 	flye
SemiBin_7	89.56	1.26 	flye
SemiBin_70	83.14	5.57 	flye
SemiBin_71	71.98	27.81 	flye
SemiBin_73	67.18	4.01 	flye
SemiBin_74	65.2	1.22 	flye
SemiBin_75	55.07	0.3 	flye
SemiBin_76	54.7	3.17 	flye
SemiBin_77	49.48	0.14 	flye
SemiBin_78	80.67	5.91 	flye
SemiBin_79	54.52	1.25 	flye
SemiBin_8	91.52	1.09 	flye
SemiBin_81	49.07	3.55 	flye
SemiBin_82	73.73	1.36 	flye
SemiBin_83	89.26	6.95 	flye
SemiBin_84	62.28	2.75 	flye
SemiBin_85	36.7	4.95 	flye
SemiBin_88	45.32	0.47 	flye
SemiBin_89	79.83	2.59 	flye
SemiBin_9	95.39	3.5 	flye
SemiBin_90	75.81	1.88 	flye
SemiBin_91	55.1	0.26 	flye
SemiBin_92	51.46	0.93 	flye
SemiBin_93	49.28	4.42 	flye
SemiBin_94	54.38	1.21 	flye
SemiBin_95	41.68	0.53 	flye
SemiBin_96	35.69	0.7 	flye
SemiBin_966	35.57	5.66 	flye
SemiBin_97	41.88	0.36 	flye
SemiBin_98	33.36	0.87 	flye
SemiBin_984	37.94	3.54 	flye
SemiBin_99	38.14	1.06 	flye
SemiBin_0	96.46	1.1 	flye
SemiBin_1	97.96	0.17 	flye
SemiBin_10	87.08	0.62 	flye
SemiBin_102	34.88	1.63 	flye
SemiBin_104	30.7	4.6 	flye
SemiBin_105	39.8	1.14 	flye
SemiBin_107	52.32	7.07 	flye
SemiBin_11	65.86	0.74 	flye
SemiBin_110	41.09	1.62 	flye
SemiBin_111	37.6	0.99 	flye
SemiBin_113	52.54	8.61 	flye
SemiBin_114	43.58	1.67 	flye
SemiBin_115	52.66	0.6 	flye
SemiBin_116	36.92	1.23 	flye
SemiBin_118	84.61	3.74 	flye
SemiBin_12	77.75	4.07 	flye
SemiBin_120	62.93	2.9 	flye
SemiBin_122	43.94	2.65 	flye
SemiBin_125	50.38	3.11 	flye
SemiBin_128	35.32	1.41 	flye
SemiBin_13	58.69	1.51 	flye
SemiBin_14	85.13	2.28 	flye
SemiBin_141	43.32	0.59 	flye
SemiBin_143	88.6	25.51 	flye
SemiBin_144	64.7	2.35 	flye
SemiBin_145	49.32	0.69 	flye
SemiBin_1479	41.68	4.76 	flye
SemiBin_148	73.42	1.47 	flye
SemiBin_1487	42.24	5.3 	flye
SemiBin_15	58.97	2.15 	flye
SemiBin_154	40.29	5.13 	flye
SemiBin_156	42.31	1.11 	flye
SemiBin_16	82.42	5.87 	flye
SemiBin_169	36.24	0.7 	flye
SemiBin_17	55.65	0.06 	flye
SemiBin_178	44.14	0.27 	flye
SemiBin_18	40.94	0.69 	flye
SemiBin_181	44.5	0.64 	flye
SemiBin_185	53.0	7.79 	flye
SemiBin_187	37.72	1.48 	flye
SemiBin_19	74.66	2.38 	flye
SemiBin_199	37.07	1.48 	flye
SemiBin_2	98.76	0.93 	flye
SemiBin_200	33.05	0.13 	flye
SemiBin_21	84.71	3.96 	flye
SemiBin_211	37.5	2.35 	flye
SemiBin_22	69.39	1.95 	flye
SemiBin_222	39.15	2.3 	flye
SemiBin_23	47.55	1.4 	flye
SemiBin_231	43.98	0.42 	flye
SemiBin_24	68.39	1.33 	flye
SemiBin_25	73.73	0.0 	flye
SemiBin_26	61.34	1.39 	flye
SemiBin_269	29.46	5.51 	flye
SemiBin_27	86.33	2.8 	flye
SemiBin_28	87.09	0.67 	flye
SemiBin_29	83.68	1.45 	flye
SemiBin_3	93.84	0.59 	flye
SemiBin_30	51.46	1.85 	flye
SemiBin_31	60.61	2.62 	flye
SemiBin_310	39.29	1.39 	flye
SemiBin_32	75.69	4.06 	flye
SemiBin_33	74.06	3.99 	flye
SemiBin_34	78.67	4.22 	flye
SemiBin_35	78.13	0.78 	flye
SemiBin_36	41.58	1.24 	flye
SemiBin_37	81.8	4.3 	flye
SemiBin_370	41.45	1.6 	flye
SemiBin_39	82.2	6.37 	flye
SemiBin_4	95.02	1.46 	flye
SemiBin_40	48.05	0.53 	flye
SemiBin_41	66.39	0.57 	flye
SemiBin_42	66.93	2.65 	flye
SemiBin_429	54.95	7.45 	flye
SemiBin_43	54.9	2.19 	flye
SemiBin_44	63.05	1.09 	flye
SemiBin_45	66.61	2.74 	flye
SemiBin_46	73.16	4.04 	flye
SemiBin_47	64.74	0.74 	flye
SemiBin_48	56.84	0.68 	flye
SemiBin_49	65.72	2.08 	flye
SemiBin_5	85.94	1.66 	flye
SemiBin_52	44.38	1.21 	flye
SemiBin_53	37.02	0.98 	flye
SemiBin_54	64.89	0.67 	flye
SemiBin_541	40.13	2.6 	flye
SemiBin_55	47.17	0.08 	flye
SemiBin_56	42.34	1.22 	flye
SemiBin_58	69.86	4.55 	flye
SemiBin_59	59.98	3.14 	flye
SemiBin_6	98.03	5.35 	flye
SemiBin_60	38.55	0.49 	flye
SemiBin_61	33.04	0.15 	flye
SemiBin_62	42.35	0.89 	flye
SemiBin_63	40.63	0.6 	flye
SemiBin_65	42.47	0.03 	flye
SemiBin_66	44.1	1.78 	flye
SemiBin_67	56.53	6.53 	flye
SemiBin_68	44.21	0.41 	flye
SemiBin_69	52.22	3.05 	flye
SemiBin_7	93.92	1.84 	flye
SemiBin_70	83.0	1.75 	flye
SemiBin_71	58.55	0.03 	flye
SemiBin_72	56.73	0.71 	flye
SemiBin_73	45.09	1.7 	flye
SemiBin_74	42.23	0.85 	flye
SemiBin_75	43.38	1.9 	flye
SemiBin_76	45.17	5.11 	flye
SemiBin_77	39.94	2.18 	flye
SemiBin_79	27.41	3.8 	flye
SemiBin_8	97.54	3.15 	flye
SemiBin_81	50.86	1.76 	flye
SemiBin_82	41.47	4.02 	flye
SemiBin_83	48.37	1.07 	flye
SemiBin_86	34.33	0.97 	flye
SemiBin_87	41.83	2.04 	flye
SemiBin_88	43.74	0.28 	flye
SemiBin_89	50.07	0.78 	flye
SemiBin_9	89.27	2.97 	flye
SemiBin_90	28.75	0.46 	flye
SemiBin_91	42.86	0.75 	flye
SemiBin_92	41.09	0.19 	flye
SemiBin_94	56.49	10.76 	flye
SemiBin_95	44.71	0.19 	flye
SemiBin_97	53.57	0.97 	flye
SemiBin_98	48.09	0.28 	flye
SemiBin_99	75.61	1.69 	flye
SemiBin_0	95.89	0.85 	flye
SemiBin_1	91.52	0.04 	flye
SemiBin_10	71.0	0.11 	flye
SemiBin_100	47.51	3.58 	flye
SemiBin_101	35.23	1.1 	flye
SemiBin_102	46.39	0.12 	flye
SemiBin_103	45.14	4.07 	flye
SemiBin_104	54.29	5.74 	flye
SemiBin_105	44.11	3.49 	flye
SemiBin_106	29.02	2.74 	flye
SemiBin_107	47.6	1.7 	flye
SemiBin_108	46.34	0.12 	flye
SemiBin_109	34.16	1.8 	flye
SemiBin_11	100.0	4.88 	flye
SemiBin_110	44.45	2.76 	flye
SemiBin_111	49.37	0.14 	flye
SemiBin_112	36.95	1.89 	flye
SemiBin_113	51.9	2.87 	flye
SemiBin_1136	40.3	6.62 	flye
SemiBin_114	40.08	3.4 	flye
SemiBin_115	42.04	4.52 	flye
SemiBin_1157	38.0	4.15 	flye
SemiBin_116	27.62	0.57 	flye
SemiBin_117	61.97	1.33 	flye
SemiBin_118	36.34	0.41 	flye
SemiBin_119	39.68	5.25 	flye
SemiBin_12	83.51	1.98 	flye
SemiBin_120	27.52	2.41 	flye
SemiBin_121	57.16	0.8 	flye
SemiBin_122	49.31	1.64 	flye
SemiBin_123	68.33	0.37 	flye
SemiBin_124	64.9	2.39 	flye
SemiBin_125	39.63	1.71 	flye
SemiBin_126	34.86	2.02 	flye
SemiBin_127	74.03	2.51 	flye
SemiBin_129	31.52	1.27 	flye
SemiBin_13	89.2	1.7 	flye
SemiBin_130	57.03	0.6 	flye
SemiBin_131	36.6	1.75 	flye
SemiBin_132	41.56	0.3 	flye
SemiBin_133	41.39	2.14 	flye
SemiBin_134	28.59	4.16 	flye
SemiBin_135	92.81	0.59 	flye
SemiBin_137	23.29	0.35 	flye
SemiBin_138	45.84	1.95 	flye
SemiBin_139	38.24	2.26 	flye
SemiBin_14	78.48	0.58 	flye
SemiBin_141	38.86	0.54 	flye
SemiBin_142	44.05	4.06 	flye
SemiBin_144	52.29	0.98 	flye
SemiBin_1449	43.81	3.02 	flye
SemiBin_145	36.05	0.27 	flye
SemiBin_147	61.06	1.13 	flye
SemiBin_149	50.35	0.8 	flye
SemiBin_15	96.85	0.01 	flye
SemiBin_150	32.01	0.67 	flye
SemiBin_153	53.73	0.96 	flye
SemiBin_155	36.48	3.96 	flye
SemiBin_156	72.46	3.11 	flye
SemiBin_158	39.11	3.2 	flye
SemiBin_159	52.62	1.5 	flye
SemiBin_16	96.08	5.7 	flye
SemiBin_160	47.73	15.25 	flye
SemiBin_162	56.48	2.7 	flye
SemiBin_164	41.38	3.84 	flye
SemiBin_1645	55.21	5.21 	flye
SemiBin_168	63.25	1.27 	flye
SemiBin_169	33.57	2.47 	flye
SemiBin_17	62.21	0.28 	flye
SemiBin_174	61.15	0.17 	flye
SemiBin_178	50.75	3.03 	flye
SemiBin_180	41.8	2.37 	flye
SemiBin_183	38.05	0.85 	flye
SemiBin_184	45.95	5.71 	flye
SemiBin_185	60.77	5.18 	flye
SemiBin_188	55.76	2.26 	flye
SemiBin_189	40.03	3.98 	flye
SemiBin_19	93.97	3.96 	flye
SemiBin_192	33.58	0.62 	flye
SemiBin_2	96.79	0.94 	flye
SemiBin_20	44.13	2.68 	flye
SemiBin_2008	41.15	6.51 	flye
SemiBin_201	36.81	0.07 	flye
SemiBin_202	39.5	0.86 	flye
SemiBin_205	48.55	1.94 	flye
SemiBin_209	36.32	2.79 	flye
SemiBin_21	83.94	0.55 	flye
SemiBin_212	57.39	1.33 	flye
SemiBin_217	40.57	0.17 	flye
SemiBin_22	62.4	0.35 	flye
SemiBin_222	34.76	3.71 	flye
SemiBin_223	52.99	0.71 	flye
SemiBin_229	43.43	3.35 	flye
SemiBin_23	38.51	3.39 	flye
SemiBin_232	49.48	3.29 	flye
SemiBin_24	79.63	1.04 	flye
SemiBin_242	39.15	0.26 	flye
SemiBin_244	37.59	4.15 	flye
SemiBin_245	44.12	3.18 	flye
SemiBin_25	84.71	1.46 	flye
SemiBin_253	39.58	0.33 	flye
SemiBin_254	38.49	5.26 	flye
SemiBin_26	69.75	3.23 	flye
SemiBin_27	73.03	2.15 	flye
SemiBin_279	41.52	2.69 	flye
SemiBin_28	85.88	0.05 	flye
SemiBin_287	41.61	0.91 	flye
SemiBin_29	71.38	2.46 	flye
SemiBin_290	37.63	4.36 	flye
SemiBin_3	94.3	0.45 	flye
SemiBin_30	83.25	2.82 	flye
SemiBin_307	29.75	3.13 	flye
SemiBin_31	40.51	1.57 	flye
SemiBin_32	89.35	1.1 	flye
SemiBin_33	63.58	0.59 	flye
SemiBin_338	82.11	3.16 	flye
SemiBin_34	72.01	1.14 	flye
SemiBin_35	62.52	1.48 	flye
SemiBin_36	51.11	1.46 	flye
SemiBin_37	74.69	3.68 	flye
SemiBin_38	86.58	0.62 	flye
SemiBin_39	50.38	0.31 	flye
SemiBin_4	95.16	2.41 	flye
SemiBin_40	56.25	0.3 	flye
SemiBin_41	82.79	0.63 	flye
SemiBin_42	62.4	3.24 	flye
SemiBin_425	58.94	0.43 	flye
SemiBin_43	63.37	3.1 	flye
SemiBin_44	59.79	0.5 	flye
SemiBin_45	52.65	4.69 	flye
SemiBin_46	77.91	6.67 	flye
SemiBin_47	55.32	1.99 	flye
SemiBin_48	53.68	1.13 	flye
SemiBin_49	51.42	0.96 	flye
SemiBin_494	43.07	5.24 	flye
SemiBin_5	77.4	2.17 	flye
SemiBin_50	44.79	1.62 	flye
SemiBin_51	63.12	4.07 	flye
SemiBin_52	79.98	3.54 	flye
SemiBin_53	84.43	3.72 	flye
SemiBin_54	54.59	0.99 	flye
SemiBin_55	46.73	0.41 	flye
SemiBin_56	81.11	2.2 	flye
SemiBin_57	58.36	2.35 	flye
SemiBin_58	73.38	2.07 	flye
SemiBin_59	56.29	3.12 	flye
SemiBin_6	96.63	7.09 	flye
SemiBin_60	41.3	3.61 	flye
SemiBin_61	30.94	0.05 	flye
SemiBin_62	48.42	0.92 	flye
SemiBin_63	83.69	2.75 	flye
SemiBin_64	60.42	3.91 	flye
SemiBin_66	80.81	1.17 	flye
SemiBin_67	67.9	1.82 	flye
SemiBin_68	61.07	0.62 	flye
SemiBin_69	57.3	18.28 	flye
SemiBin_7	75.71	0.11 	flye
SemiBin_70	37.8	2.06 	flye
SemiBin_71	67.24	4.51 	flye
SemiBin_72	74.53	2.87 	flye
SemiBin_73	66.08	0.18 	flye
SemiBin_74	61.44	2.24 	flye
SemiBin_75	69.42	4.94 	flye
SemiBin_76	59.25	23.59 	flye
SemiBin_77	54.26	1.57 	flye
SemiBin_78	51.5	15.28 	flye
SemiBin_79	68.12	1.21 	flye
SemiBin_8	79.53	0.57 	flye
SemiBin_80	69.04	9.89 	flye
