Sample	Mag ID	nbps	Nr contigs	N50	L50	Completeness	Contamination	Quality	Drep_95	Drep_99	S16	S23	S5	Total tRNA	Unique tRNA	GTDB	MIMAG	SGB	ARO	Drug Class	Resistance Mechanism	AMR Gene Family
cpsnj02	cpsnj02_SemiBin_106	1952370	7	299927	3	59.21	0.03	Medium quality	F	F	0	0	0	22	13	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__	F	764_1	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_107	3283693	16	405769	4	72.68	0.53	Medium quality	F	T	0	0	0	27	14	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__	F	2332_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_109	1727940	5	486513	2	67.44	2.65	Medium quality	T	T	1	1	1	30	17	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__	F	2459_1	NA	NA	NA	NA
cpsnj02	cpsnj02_SemiBin_10	3677792	1	3677792	1	90.26	0.43	High quality	T	T	1	1	1	48	20	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__CABJBCQ01;s__	T	2546_1	NA	NA	NA	NA
cpsnj02	cpsnj02_SemiBin_111	3941239	23	192154	6	84.96	1.13	Medium quality	F	T	1	1	1	56	19	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__	F	2333_1	NA	NA	NA	NA
cpsnj02	cpsnj02_SemiBin_112	2754478	22	157238	7	60.79	0.25	Medium quality	F	T	1	1	1	34	18	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	F	956_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_11	6603385	35	312528	8	98.99	4.24	High quality	F	F	1	1	1	45	20	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR31;s__	T	1860_1	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_126	3501098	29	136892	9	52.48	1.64	Medium quality	F	T	1	1	1	38	18	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JADKGY01;s__	F	148_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
cpsnj02	cpsnj02_SemiBin_12	2458334	14	198171	4	89.68	2.63	Medium quality	T	T	1	1	1	44	19	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__	F	2442_0	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_132	4276230	57	100303	15	53.31	2.24	Medium quality	T	T	0	0	0	27	13	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Bin18;f__Bin18;g__VGTJ01;s__	F	636_8	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_135	1861409	16	127726	6	54.19	0.21	Medium quality	F	T	0	0	0	21	12	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__	F	2096_1	NA	NA	NA	NA
cpsnj02	cpsnj02_SemiBin_137	4243858	26	186767	9	64.42	1.71	Medium quality	F	T	1	1	1	28	14	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__	F	1442_1	NA	NA	NA	NA
cpsnj02	cpsnj02_SemiBin_138	2952618	13	258152	4	53.69	1.97	Medium quality	T	T	0	0	0	29	13	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA12294;s__	F	272_0	3003724	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster
cpsnj02	cpsnj02_SemiBin_13	1997584	2	1271220	1	92.32	0.12	High quality	F	T	1	1	1	46	20	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__;s__	T	2625_2	3003724;3007015	glycopeptide antibiotic,disinfecting agents and antiseptics	antibiotic target alteration,antibiotic efflux	vanW; glycopeptide resistance gene cluster,small multidrug resistance (SMR) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_146	3431006	22	172897	7	50.3	1.84	Medium quality	F	T	1	1	1	48	20	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JABFSM01;s__	F	950_1	NA	NA	NA	NA
cpsnj02	cpsnj02_SemiBin_14	3465643	5	1895663	1	84.43	4.32	Medium quality	F	F	1	1	1	49	20	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__	F	758_1	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_159	2722912	17	211441	5	50.7	2.02	Medium quality	T	T	1	1	1	23	13	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavitalea;s__	F	71_1	NA	NA	NA	NA
cpsnj02	cpsnj02_SemiBin_15	8280984	55	246224	10	97.96	7.47	Medium quality	F	T	1	1	1	64	19	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__JADGNW01;s__	F	452_1	3002965;3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	vanW; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_1617	3932726	97	47019	27	52.67	8.92	Medium quality	T	T	0	1	1	51	18	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	F	934_0	NA	NA	NA	NA
cpsnj02	cpsnj02_SemiBin_1629	7328363	186	45507	51	54.41	8.92	Medium quality	T	T	0	0	0	36	15	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__;s__	F	2507_0	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_165	5177413	48	157533	12	60.33	8.02	Medium quality	T	T	3	3	3	47	18	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Noviherbaspirillum;s__	F	2353_0	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_1670	7213635	91	90736	28	54.74	5.48	Medium quality	T	T	0	0	0	45	16	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	F	2563_3	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_16	5860133	15	538639	4	94.43	2.92	High quality	F	T	1	1	2	80	20	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	T	393_2	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
cpsnj02	cpsnj02_SemiBin_1731	6727561	151	61361	33	50.44	8.63	Medium quality	T	T	2	3	3	53	15	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__	F	1903_0	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_17	4540074	10	797726	3	88.19	0.2	Medium quality	T	T	1	1	1	40	20	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter;s__	F	36_1	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_18	7369391	11	1136238	3	96.41	6.83	Medium quality	F	F	1	1	1	57	19	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__	F	1870_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_1	4471480	7	2295779	1	96.55	0.21	High quality	T	T	1	1	1	53	20	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__	T	2097_1	3002956;3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	vanY; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_206	1676628	8	376867	2	87.7	4.89	Medium quality	F	T	2	2	1	39	14	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__	F	29_1	NA	NA	NA	NA
cpsnj02	cpsnj02_SemiBin_20	4537553	11	556049	4	91.53	1.48	High quality	F	F	1	1	1	45	20	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__2-02-FULL-65-29;s__	T	1105_1	NA	NA	NA	NA
cpsnj02	cpsnj02_SemiBin_213	4966796	146	40513	42	50.18	2.45	Medium quality	T	T	0	0	0	19	13	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__JADJMO01;g__;s__	F	1686_0	3002958	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster
cpsnj02	cpsnj02_SemiBin_21	2436868	3	1382822	1	84.64	4.15	Medium quality	T	T	1	1	1	41	19	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__	F	2435_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_22	4535981	9	547010	3	86.48	0.45	Medium quality	F	T	1	1	1	38	16	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JACCSI01;s__	F	1282_3	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_23	6345957	9	1230673	3	90.19	3.45	High quality	F	F	1	1	1	40	18	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JACCSI01;s__	T	1273_1	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_24	3234162	25	204427	6	74.56	1.08	Medium quality	T	T	7	7	7	76	19	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium geocarposphaerae	F	191_0	3002972;3002965	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT
cpsnj02	cpsnj02_SemiBin_256	6652301	13	651267	4	81.26	1.3	Medium quality	F	F	0	0	0	52	20	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__JACCXG01;s__	F	1369_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
cpsnj02	cpsnj02_SemiBin_25	7088401	26	471920	6	78.47	2.52	Medium quality	F	T	1	1	1	50	19	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__JACCXG01;s__	F	1347_1	NA	NA	NA	NA
cpsnj02	cpsnj02_SemiBin_26	3749864	5	917387	2	73.89	0.47	Medium quality	F	T	0	0	0	35	19	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__VFZN01;s__	F	1253_1	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_27	5186792	20	378779	5	69.86	0.36	Medium quality	F	T	2	2	2	37	17	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__RPRB01;s__	F	1605_2	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_28	4488803	26	226126	5	88.54	2.06	Medium quality	T	T	1	1	1	44	20	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	F	383_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_29	6100581	17	465888	4	80.25	2.89	Medium quality	F	T	1	1	1	43	19	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__JAGVSZ01;s__	F	2298_2	NA	NA	NA	NA
cpsnj02	cpsnj02_SemiBin_2	3053876	6	705592	2	88.06	1.16	Medium quality	F	T	1	1	1	48	20	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__SCUD01;s__	F	2068_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_30	5944505	13	547685	5	74.85	2.66	Medium quality	F	T	0	0	0	29	14	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JACCSI01;s__	F	1272_1	NA	NA	NA	NA
cpsnj02	cpsnj02_SemiBin_31	5675562	36	260552	9	66.28	2.44	Medium quality	T	T	1	1	1	35	17	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__	F	2506_8	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_33	3321108	30	125689	9	74.38	6.75	Medium quality	T	T	0	0	0	31	19	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_F;s__	F	771_0	NA	NA	NA	NA
cpsnj02	cpsnj02_SemiBin_34	7046250	28	506011	7	76.61	1.08	Medium quality	F	T	3	3	2	56	20	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__;s__	F	1763_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
cpsnj02	cpsnj02_SemiBin_35	2447120	7	424336	3	68.77	0.32	Medium quality	T	T	0	0	0	30	12	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	F	2085_2	3002956;3002972;3007015;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic,disinfecting agents and antiseptics	antibiotic target alteration,antibiotic efflux	vanY; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT,small multidrug resistance (SMR) antibiotic efflux pump,resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_36	4076583	26	171693	9	68.0	1.42	Medium quality	T	T	0	0	0	25	15	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JAMQPK01;s__	F	1462_3	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_37	4331715	24	202061	7	76.96	6.4	Medium quality	F	T	1	1	1	48	20	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__WHTF01;s__	F	646_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
cpsnj02	cpsnj02_SemiBin_38	3135536	30	163142	8	66.77	5.83	Medium quality	T	T	0	0	0	54	19	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__;s__	F	2726_4	NA	NA	NA	NA
cpsnj02	cpsnj02_SemiBin_39	4598011	18	303417	6	68.44	2.21	Medium quality	T	T	0	0	0	30	16	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__;s__	F	1379_0	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
cpsnj02	cpsnj02_SemiBin_3	3868091	2	2132814	1	99.59	0.23	High quality	T	T	1	1	1	49	20	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_A;s__	T	754_1	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_40	7683609	53	196114	12	67.22	4.57	Medium quality	F	T	3	3	3	56	20	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__JAJKIV01;s__	F	1001_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_42	3927976	17	343385	5	58.73	1.48	Medium quality	F	T	1	1	1	36	17	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__;s__	F	2173_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_43	3758534	8	670698	3	60.03	2.19	Medium quality	F	T	1	1	1	34	18	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JAMQPK01;s__	F	1480_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_44	1839375	15	143306	5	52.52	2.91	Medium quality	T	T	0	0	0	19	12	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__UBA11740;s__	F	368_0	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
cpsnj02	cpsnj02_SemiBin_45	4940513	13	464834	4	68.82	0.78	Medium quality	F	T	2	2	2	41	19	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JAFAEM01;s__	F	132_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
cpsnj02	cpsnj02_SemiBin_46	1928680	7	342171	3	75.18	0.13	Medium quality	T	T	1	1	1	39	20	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__	F	2462_0	NA	NA	NA	NA
cpsnj02	cpsnj02_SemiBin_47	5132266	50	146559	12	63.24	4.68	Medium quality	T	T	1	1	1	59	20	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	F	389_8	NA	NA	NA	NA
cpsnj02	cpsnj02_SemiBin_4	5027822	2	2685309	1	93.89	0.12	High quality	F	F	1	1	1	71	20	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__	T	336_1	3002972;3002965	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT
cpsnj02	cpsnj02_SemiBin_54	1808269	18	113013	5	53.46	3.55	Medium quality	T	T	0	0	0	37	17	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__	F	2461_1	NA	NA	NA	NA
cpsnj02	cpsnj02_SemiBin_55	2001603	29	86601	9	50.35	4.03	Medium quality	T	T	1	1	1	26	15	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__	F	2395_1	3002965	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster
cpsnj02	cpsnj02_SemiBin_56	5261849	40	179986	8	51.94	6.83	Medium quality	T	T	3	2	2	70	17	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__AG11;s__	F	1024_1	NA	NA	NA	NA
cpsnj02	cpsnj02_SemiBin_59	5108099	40	154929	13	61.31	2.62	Medium quality	T	T	0	0	0	40	14	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVT01;s__	F	616_0	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
cpsnj02	cpsnj02_SemiBin_5	3767048	10	665961	3	93.89	1.65	High quality	T	T	1	1	1	46	20	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__UBA4720;s__	T	1040_1	NA	NA	NA	NA
cpsnj02	cpsnj02_SemiBin_60	2200925	11	265073	4	71.68	4.38	Medium quality	T	T	0	0	0	40	17	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__	F	2441_0	NA	NA	NA	NA
