Protein id	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
tmp_contig_100938_polypolish@@@s4_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	270	282	83.33	45.38	238	WP_058468956.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_10096_polypolish@@@cpsnj04_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	150	152	96.05	53.06	147	WP_063840325.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
tmp_contig_100971_polypolish@@@s25_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	309	316	93.99	49.00	300	WP_063842948.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_100986_polypolish@@@s4_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	287	293	89.42	46.39	263	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_100986_polypolish_2@@@s4_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	290	289	95.50	36.24	287	WP_063859390.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_10099_polypolish@@@snj09_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aph3p.fasta_1	aph(3')	APH(3') family aminoglycoside O-phosphotransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	267	267	88.01	46.72	244	WP_063841661.1	APH(3') family aminoglycoside O-phosphotransferase	NF033068.1	APH(3') family aminoglycoside O-phosphotransferase
tmp_contig_101018_polypolish@@@s17_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_a.fasta_1	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	291	297	97.98	52.04	294	WP_068885073.1	class A beta-lactamase	NF033103.1	class A beta-lactamase
tmp_contig_101029_polypolish@@@s3_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	300	293	88.40	47.10	259	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_10102_polypolish@@@cpsnj02_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	307	303	99.67	65.13	304	WP_122630831.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_101048_polypolish@@@s14_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_1.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	172	184	92.39	74.85	171	WP_041550454.1	aminoglycoside 6'-N-acetyltransferase	NF012165.0	aminoglycoside 6'-N-acetyltransferase
tmp_contig_101049_polypolish@@@s13_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_d2.fasta_1	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	281	274	98.54	49.82	275	WP_014053563.1	class D beta-lactamase	NF012161.0	class D beta-lactamase
tmp_contig_101052_polypolish@@@s16_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	298	293	88.40	45.56	259	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_101076_polypolish@@@s13_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	145	148	92.57	55.47	137	WP_026868862.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
tmp_contig_101078_polypolish@@@s27_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	143	149	91.28	55.15	136	WP_085334908.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
tmp_contig_10109_polypolish@@@snj09_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	276	293	95.22	57.65	281	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_101129@@@s14_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	196	294	67.01	46.70	197	WP_063842712.1	metallo-beta-lactamase	NF012229.1	metallo-beta-lactamase
tmp_contig_101129_polypolish@@@s15_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	255	285	85.61	43.95	248	WP_063864745.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_101142_polypolish@@@snj04_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	298	293	88.40	42.75	262	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_101171_polypolish@@@s16_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	282	285	90.88	48.11	264	WP_063864745.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_101218_polypolish@@@s25_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b1_b2.fasta_1	bla	subclass B1 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	250	249	95.98	39.42	241	WP_085562386.1	subclass B1 metallo-beta-lactamase	NF033088.2	subclass B1 metallo-beta-lactamase
tmp_contig_101239_polypolish@@@s16_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	145	146	97.95	44.14	145	WP_005269797.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
tmp_contig_10125_polypolish@@@s21_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	312	316	94.30	49.20	311	WP_063842948.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_10125_polypolish@@@s27_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b1_b2.fasta_1	bla	subclass B1 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	246	247	96.76	48.35	242	WP_013992183.1	subclass B1 metallo-beta-lactamase	NF033088.2	subclass B1 metallo-beta-lactamase
tmp_contig_10125_polypolish@@@snj19_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_a.fasta_1	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	290	305	98.03	55.48	301	WP_010926363.1	class A beta-lactamase	NF033103.1	class A beta-lactamase
tmp_contig_101293_polypolish@@@s6_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	281	293	95.56	45.58	283	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_101299@@@s14_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	286	302	80.13	40.00	250	WP_071766622.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_10129_polypolish@@@cpsnj10_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	291	285	97.54	41.03	290	WP_063864745.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_101305_polypolish@@@s6_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac3_1.fasta_1	aac(3)-I	AAC(3)-I family aminoglycoside 3-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	HMM	149	154	90.91	67.86	140	WP_063856942.1	AAC(3)-I family aminoglycoside 3-N-acetyltransferase	NF033083.0	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
tmp_contig_101314_polypolish@@@s1_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	230	318	70.44	55.26	228	WP_122630832.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_101316_polypolish@@@s15_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	285	289	95.50	36.08	291	WP_071766402.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_101318@@@s15_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	146	152	95.39	52.41	145	WP_013263788.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
tmp_contig_101323_polypolish@@@s24_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	295	302	98.68	43.96	298	WP_063842702.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_101339_polypolish@@@s6_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	146	152	94.74	51.39	144	WP_063840325.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
tmp_contig_101341_polypolish@@@s6_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	146	157	94.90	46.31	149	WP_038726674.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
tmp_contig_101343_polypolish@@@s6_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	301	293	86.69	43.70	254	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_101354_polypolish@@@s6_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	292	289	96.54	43.46	283	WP_063859390.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_101358_polypolish@@@s1_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_a.fasta_1	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	298	305	90.16	59.06	276	WP_010926363.1	class A beta-lactamase	NF033103.1	class A beta-lactamase
tmp_contig_101361_polypolish@@@s17_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_a.fasta_1	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	207	296	64.86	54.69	192	WP_063860829.1	class A beta-lactamase	NF033103.1	class A beta-lactamase
tmp_contig_1013_polypolish@@@snj10_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_1.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	179	171	97.66	76.65	167	WP_071846259.1	aminoglycoside 6'-N-acetyltransferase	NF012165.0	aminoglycoside 6'-N-acetyltransferase
tmp_contig_101432_polypolish@@@s6_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	270	293	88.40	41.60	262	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_101435_polypolish@@@s11_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	146	152	94.74	50.69	144	WP_013263788.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
tmp_contig_10143_polypolish_2@@@s29_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	292	300	97.00	45.02	291	WP_063842717.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_101449_polypolish@@@s6_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	289	293	98.29	42.71	288	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_10144_polypolish@@@cpsnj10_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aph3p.fasta_1	aph(3')	APH(3') family aminoglycoside O-phosphotransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	270	267	96.63	41.95	267	WP_087587933.1	APH(3') family aminoglycoside O-phosphotransferase	NF033068.1	APH(3') family aminoglycoside O-phosphotransferase
tmp_contig_10144_polypolish_2@@@s29_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	258	294	81.63	33.74	243	WP_063842712.1	metallo-beta-lactamase	NF012229.1	metallo-beta-lactamase
tmp_contig_101484_polypolish@@@s6_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac3_2.fasta_1	aac(3)	aminoglycoside 3-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	HMM	280	279	92.11	41.06	263	WP_063840263.1	aminoglycoside 3-N-acetyltransferase	NF033082.0	aminoglycoside 3-N-acetyltransferase
tmp_contig_101485_polypolish@@@s25_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	254	294	81.97	39.00	241	WP_063842712.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_10148_polypolish@@@cpsnj13_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	283	302	81.46	40.47	257	WP_071766622.1	metallo-beta-lactamase	NF012229.1	metallo-beta-lactamase
tmp_contig_1014_polypolish@@@snj03_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	236	293	81.57	48.12	239	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_101516_polypolish@@@s13_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	144	155	89.68	45.45	143	WP_053518652.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
tmp_contig_101547_polypolish@@@s5_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	192	293	63.82	62.57	187	WP_219860713.1	metallo-beta-lactamase	NF012229.1	metallo-beta-lactamase
tmp_contig_101549_polypolish@@@s4_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_a.fasta_1	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	292	302	98.01	55.41	296	WP_158386862.1	class A beta-lactamase	NF033103.1	class A beta-lactamase
tmp_contig_10155_polypolish@@@snj19_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	184	289	62.63	41.99	181	WP_063859390.1	metallo-beta-lactamase	NF012229.1	metallo-beta-lactamase
tmp_contig_101569_polypolish@@@s25_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	295	302	80.46	40.16	254	WP_071766622.1	metallo-beta-lactamase	NF012229.1	metallo-beta-lactamase
tmp_contig_10156_polypolish@@@s23_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	297	294	97.28	36.55	290	WP_015684602.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_10158_polypolish@@@s9_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_a.fasta_1	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	285	305	95.74	57.00	293	WP_010926363.1	class A beta-lactamase	NF033103.1	class A beta-lactamase
tmp_contig_10159_polypolish@@@cpsnj04_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	200	293	67.24	42.79	201	WP_219860713.1	metallo-beta-lactamase	NF012229.1	metallo-beta-lactamase
tmp_contig_1015_polypolish@@@snj03_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	295	293	89.08	49.04	261	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_101603_polypolish@@@s8_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_a.fasta_1	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	319	326	80.67	50.56	269	WP_063842268.1	class A beta-lactamase	NF033103.1	class A beta-lactamase
tmp_contig_10161_polypolish@@@cpsnj14_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	295	293	88.40	48.09	262	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_101641_polypolish@@@s8_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	273	293	97.27	50.69	288	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_10164_polypolish@@@snj14_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	145	152	94.74	50.69	144	WP_071846318.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
tmp_contig_101681_polypolish@@@s16_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aph3p.fasta_1	aph(3')	APH(3') family aminoglycoside O-phosphotransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	262	268	98.13	36.60	265	WP_003132309.1	APH(3') family aminoglycoside O-phosphotransferase	NF033068.1	APH(3') family aminoglycoside O-phosphotransferase
tmp_contig_10168_polypolish@@@cpsnj03_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	148	149	97.99	59.59	146	WP_085334908.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
tmp_contig_101696_polypolish@@@s6_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	290	289	95.16	36.90	290	WP_071766402.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_10170_polypolish@@@cpsnj20_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	298	302	96.69	53.77	292	WP_071766622.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_101730_polypolish@@@s28_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_a.fasta_1	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	291	302	97.02	42.91	296	WP_158386862.1	class A beta-lactamase	NF033103.1	class A beta-lactamase
tmp_contig_101734_polypolish@@@s6_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	146	146	97.95	45.21	146	WP_005269797.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
tmp_contig_10173_polypolish@@@snj14_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_1.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	173	184	92.39	74.85	171	WP_049031504.1	aminoglycoside 6'-N-acetyltransferase	NF012165.0	aminoglycoside 6'-N-acetyltransferase
tmp_contig_10177_polypolish@@@s21_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	305	293	86.69	42.08	259	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_101789_polypolish@@@s30_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	290	293	90.78	47.74	266	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_101805_polypolish@@@s24_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	286	302	82.12	41.80	256	WP_071766622.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_101806_polypolish@@@s4_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	282	285	97.19	45.55	281	WP_063864745.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_10180_polypolish@@@s5_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	232	289	71.97	43.84	219	WP_063859390.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_10182_polypolish@@@cpsnj09_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	296	294	95.24	51.25	281	WP_011088970.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_101845@@@s15_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	297	294	98.98	35.97	303	WP_011088970.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
